里程,Meters,Flags,Event,左高程(mm),右高程(mm)
99,491.00,0040,0000,0.230,0.030
99,490.75,0040,0000,0.250,0.030
99,490.50,0040,0000,0.310,0.110
99,490.25,0040,0000,0.260,0.080
99,490.00,0040,0000,0.240,0.030
99,489.75,0040,0000,0.190,0.000
99,489.50,0040,0000,0.220,0.100
99,489.25,0040,0000,0.150,0.200
99,489.00,0040,0000,0.160,0.340
99,488.75,0040,0000,0.160,0.400
99,488.50,0040,0000,0.150,0.410
99,488.25,0040,0000,0.090,0.430
99,488.00,0040,0000,0.060,0.480
99,487.75,0040,0000,0.030,0.510
99,487.50,0040,0000,0.000,0.490
99,487.25,0040,0000,-0.050,0.370
99,487.00,0040,0000,-0.100,0.300
99,486.75,0040,0000,-0.120,0.260
99,486.50,0040,0000,-0.120,0.170
99,486.25,0040,0000,-0.170,0.080
99,486.00,0040,0000,-0.160,-0.060
99,485.75,0040,0000,-0.110,-0.090
99,485.50,0040,0000,-0.030,-0.080
99,485.25,0040,0000,-0.100,-0.100
99,485.00,0040,0000,-0.270,-0.150
99,484.75,0040,0000,-0.300,-0.200
99,484.50,0040,0000,-0.220,-0.300
99,484.25,0040,0000,-0.090,-0.410
99,484.00,0040,0000,-0.030,-0.490
99,483.75,0040,0000,-0.010,-0.440
99,483.50,0040,0000,0.000,-0.460
99,483.25,0040,0000,-0.080,-0.550
99,483.00,0040,0000,-0.150,-0.710
99,482.75,0040,0000,-0.270,-0.790
99,482.50,0040,0000,-0.410,-0.830
99,482.25,0040,0000,-0.540,-0.830
99,482.00,0040,0000,-0.680,-0.860
99,481.75,0040,0000,-0.720,-0.810
99,481.50,0040,0000,-0.800,-0.750
99,481.25,0040,0000,-0.880,-0.750
99,481.00,0040,0000,-0.930,-0.750
99,480.75,0040,0000,-0.930,-0.800
99,480.50,0040,0000,-0.860,-0.780
99,480.25,0040,0000,-0.760,-0.690
99,480.00,0040,0000,-0.680,-0.530
99,479.75,0040,0000,-0.630,-0.370
99,479.50,0040,0000,-0.640,-0.270
99,479.25,0040,0000,-0.700,-0.270
99,479.00,0040,0000,-0.680,-0.250
99,478.75,0040,0000,-0.650,-0.280
99,478.50,0040,0000,-0.580,-0.330
99,478.25,0040,0000,-0.650,-0.480
99,478.00,0040,0000,-0.620,-0.530
99,477.75,0040,0000,-0.620,-0.930
99,477.50,0040,0000,-0.410,-0.820
99,477.25,0040,0000,-0.280,-0.620
99,477.00,0040,0000,-0.150,-0.190
99,476.75,0040,0000,-0.160,-0.200
99,476.50,0040,0000,-0.130,-0.380
99,476.25,0040,0000,-0.030,-0.430
99,476.00,0040,0000,0.070,-0.470
99,475.75,0040,0000,0.170,-0.440
99,475.50,0040,0000,0.230,-0.390
99,475.25,0040,0000,0.370,-0.270
99,475.00,0040,0000,0.400,-0.150
99,474.75,0040,0000,0.660,0.000
99,474.50,0040,0000,0.480,0.020
99,474.25,0040,0000,0.400,0.050
99,474.00,0040,0000,0.010,0.120
99,473.75,0040,0000,-0.020,0.310
99,473.50,0040,0000,-0.060,0.400
99,473.25,0040,0000,-0.100,0.340
99,473.00,0040,0000,-0.120,0.170
99,472.75,0040,0000,-0.120,0.040
99,472.50,0040,0000,-0.080,0.000
99,472.25,0040,0000,-0.070,0.130
99,472.00,0040,0000,-0.140,0.180
99,471.75,0040,0000,-0.160,0.200
99,471.50,0040,0000,-0.160,0.180
99,471.25,0040,0000,-0.120,0.270
99,471.00,0040,0000,-0.120,0.350
99,470.75,0040,0000,-0.090,0.410
99,470.50,0040,0000,-0.010,0.540
99,470.25,0040,0000,0.120,0.750
99,470.00,0040,0000,0.270,0.860
99,469.75,0040,0000,0.390,0.780
99,469.50,0040,0000,0.440,0.580
99,469.25,0040,0000,0.550,0.480
99,469.00,0040,0000,0.550,0.510
99,468.75,0040,0000,0.490,0.530
99,468.50,0040,0000,0.340,0.510
99,468.25,0040,0000,0.220,0.480
99,468.00,0040,0000,0.180,0.460
99,467.75,0040,0000,0.130,0.510
99,467.50,0040,0000,0.270,0.770
99,467.25,0040,0000,0.300,0.790
99,467.00,0040,0000,0.270,0.610
99,466.75,0040,0000,0.200,0.130
99,466.50,0040,0000,0.090,-0.080
99,466.25,0040,0000,0.060,-0.190
99,466.00,0040,0000,-0.070,-0.170
99,465.75,0040,0000,-0.170,-0.150
99,465.50,0040,0000,-0.150,-0.090
99,465.25,0040,0000,-0.100,-0.070
99,465.00,0040,0000,0.030,0.010
99,464.75,0040,0000,0.070,0.030
99,464.50,0040,0000,0.130,0.070
99,464.25,0040,0000,0.090,0.050
99,464.00,0040,0000,0.100,0.110
99,463.75,0040,0000,0.060,0.100
99,463.50,0040,0000,0.020,0.090
99,463.25,0040,0000,0.000,0.110
99,463.00,0040,0000,0.090,0.210
99,462.75,0040,0000,0.310,0.370
99,462.50,0040,0000,0.340,0.410
99,462.25,0040,0000,0.370,0.390
99,462.00,0040,0000,0.290,0.400
99,461.75,0040,0000,0.320,0.410
99,461.50,0040,0000,0.310,0.400
99,461.25,0040,0000,0.330,0.370
99,461.00,0040,0000,0.170,0.300
99,460.75,0040,0000,0.150,0.270
99,460.50,0040,0000,0.110,0.090
99,460.25,0040,0000,0.240,0.110
99,460.00,0040,0000,0.260,0.130
99,459.75,0040,0000,0.300,0.280
99,459.50,0040,0000,0.300,0.280
99,459.25,0040,0000,0.230,0.230
99,459.00,0040,0000,0.160,0.200
99,458.75,0040,0000,-0.050,0.110
99,458.50,0040,0000,-0.090,0.140
99,458.25,0040,0000,-0.180,0.020
99,458.00,0040,0000,-0.080,-0.040
99,457.75,0040,0000,-0.080,-0.200
99,457.50,0040,0000,-0.060,-0.280
99,457.25,0040,0000,-0.040,-0.310
99,457.00,0040,0000,-0.230,-0.340
99,456.75,0040,0000,-0.240,-0.210
99,456.50,0040,0000,-0.310,-0.140
99,456.25,0040,0000,-0.060,0.050
99,456.00,0040,0000,-0.100,0.000
99,455.75,0040,0000,0.000,0.120
99,455.50,0040,0000,-0.080,0.120
99,455.25,0040,0000,-0.050,0.240
99,455.00,0040,0000,-0.140,0.160
99,454.75,0040,0000,-0.140,0.050
99,454.50,0040,0000,-0.130,-0.030
99,454.25,0040,0000,-0.050,-0.080
99,454.00,0040,0000,-0.070,-0.090
99,453.75,0040,0000,0.150,0.010
99,453.50,0040,0000,0.070,0.030
99,453.25,0040,0000,0.020,0.050
99,453.00,0040,0000,-0.300,-0.030
99,452.75,0040,0000,-0.430,-0.100
99,452.50,0040,0000,-0.600,-0.230
99,452.25,0040,0000,-0.740,-0.350
99,452.00,0040,0000,-0.860,-0.420
99,451.75,0040,0000,-0.890,-0.450
99,451.50,0040,0000,-0.910,-0.460
99,451.25,0040,0000,-0.860,-0.440
99,451.00,0040,0000,-0.810,-0.410
99,450.75,0040,0000,-0.690,-0.300
99,450.50,0040,0000,-0.620,-0.230
99,450.25,0040,0000,-0.450,-0.170
99,450.00,0040,0000,-0.280,-0.190
99,449.75,0040,0000,-0.030,-0.230
99,449.50,0040,0000,0.200,-0.220
99,449.25,0040,0000,0.390,-0.200
99,449.00,0040,0000,0.510,-0.120
99,448.75,0040,0000,0.510,-0.150
99,448.50,0040,0000,0.540,-0.190
99,448.25,0040,0000,0.550,-0.200
99,448.00,0040,0000,0.470,-0.230
99,447.75,0040,0000,0.440,-0.220
99,447.50,0040,0000,0.390,-0.190
99,447.25,0040,0000,0.350,-0.190
99,447.00,0040,0000,0.290,-0.240
99,446.75,0040,0000,0.330,-0.350
99,446.50,0040,0000,0.400,-0.410
99,446.25,0040,0000,0.410,-0.450
99,446.00,0040,0000,0.270,-0.530
99,445.75,0040,0000,0.060,-0.600
99,445.50,0040,0000,-0.200,-0.790
99,445.25,0040,0000,-0.390,-0.820
99,445.00,0040,0000,-0.540,-0.820
99,444.75,0040,0000,-0.690,-0.660
99,444.50,0040,0000,-0.850,-0.570
99,444.25,0040,0000,-1.030,-0.510
99,444.00,0040,0000,-1.060,-0.440
99,443.75,0040,0000,-1.070,-0.430
99,443.50,0040,0000,-0.970,-0.390
99,443.25,0040,0000,-0.900,-0.440
99,443.00,0040,0000,-0.820,-0.400
99,442.75,0040,0000,-0.700,-0.410
99,442.50,0040,0000,-0.610,-0.390
99,442.25,0040,0000,-0.480,-0.370
99,442.00,0040,0000,-0.400,-0.260
99,441.75,0040,0000,-0.360,-0.110
99,441.50,0040,0000,-0.320,-0.020
99,441.25,0040,0000,-0.270,0.020
99,441.00,0040,0000,-0.140,-0.010
99,440.75,0040,0000,-0.190,0.000
99,440.50,0040,0000,-0.040,0.060
99,440.25,0040,0000,0.130,0.300
99,440.00,0040,0000,0.470,0.530
99,439.75,0040,0000,0.580,0.690
99,439.50,0040,0000,0.650,0.790
99,439.25,0040,0000,0.680,0.800
99,439.00,0040,0000,0.720,0.860
99,438.75,0040,0000,0.740,0.850
99,438.50,0040,0000,0.750,0.840
99,438.25,0040,0000,0.780,0.880
99,438.00,0040,0000,0.710,0.780
99,437.75,0040,0000,0.610,0.620
99,437.50,0040,0000,0.510,0.420
99,437.25,0040,0000,0.500,0.400
99,437.00,0040,0000,0.530,0.440
99,436.75,0040,0000,0.450,0.390
99,436.50,0040,0000,0.650,0.410
99,436.25,0040,0000,0.650,0.440
99,436.00,0040,0000,0.750,0.570
99,435.75,0040,0000,0.550,0.650
99,435.50,0040,0000,0.820,0.750
99,435.25,0040,0000,0.810,0.740
99,435.00,0040,0000,0.790,0.690
99,434.75,0040,0000,0.480,0.560
99,434.50,0040,0000,0.440,0.450
99,434.25,0040,0000,0.400,0.340
99,434.00,0040,0000,0.380,0.240
99,433.75,0040,0000,0.430,0.130
99,433.50,0040,0000,0.440,0.020
99,433.25,0040,0000,0.460,0.010
99,433.00,0040,0000,0.410,0.140
99,432.75,0040,0000,0.410,0.300
99,432.50,0040,0000,0.420,0.460
99,432.25,0040,0000,0.410,0.480
99,432.00,0040,0000,0.450,0.420
99,431.75,0040,0000,0.430,0.240
99,431.50,0040,0000,0.500,0.130
99,431.25,0040,0000,0.510,0.080
99,431.00,0040,0000,0.480,0.010
99,430.75,0040,0000,0.510,0.000
99,430.50,0040,0000,0.440,0.010
99,430.25,0040,0000,0.480,0.090
99,430.00,0040,0000,0.030,0.030
99,429.75,0040,0000,-0.350,-0.040
99,429.50,0040,0000,-0.460,-0.060
99,429.25,0040,0000,-0.210,-0.060
99,429.00,0040,0000,0.130,-0.110
99,428.75,0040,0000,0.110,-0.310
99,428.50,0040,0000,0.140,-0.450
99,428.25,0040,0000,0.100,-0.490
99,428.00,0040,0000,0.060,-0.460
99,427.75,0040,0000,0.010,-0.470
99,427.50,0040,0000,-0.030,-0.420
99,427.25,0040,0000,-0.150,-0.360
99,427.00,0040,0000,-0.170,-0.240
99,426.75,0040,0000,-0.270,-0.260
99,426.50,0040,0000,-0.200,-0.270
99,426.25,0040,0000,-0.240,-0.280
99,426.00,0040,0000,-0.100,-0.280
99,425.75,0040,0000,-0.100,-0.300
99,425.50,0040,0000,-0.030,-0.250
99,425.25,0040,0000,-0.150,-0.200
99,425.00,0040,0000,-0.260,-0.190
99,424.75,0040,0000,-0.400,-0.200
99,424.50,0040,0000,-0.490,-0.180
99,424.25,0040,0000,-0.510,-0.090
99,424.00,0040,0000,-0.610,-0.010
99,423.75,0040,0000,-0.560,0.070
99,423.50,0040,0000,-0.480,0.170
99,423.25,0040,0000,-0.280,0.100
99,423.00,0040,0000,-0.080,0.040
99,422.75,0040,0000,0.070,-0.040
99,422.50,0040,0000,0.170,0.000
99,422.25,0040,0000,0.240,0.040
99,422.00,0040,0000,0.150,0.050
99,421.75,0040,0000,0.160,0.020
99,421.50,0040,0000,0.040,-0.020
99,421.25,0040,0000,0.010,-0.110
99,421.00,0040,0000,-0.310,-0.270
99,420.75,0040,0000,-0.410,-0.390
99,420.50,0040,0000,-0.340,-0.290
99,420.25,0040,0000,-0.110,-0.130
99,420.00,0040,0000,0.000,0.000
99,419.75,0040,0000,-0.040,0.000
99,419.50,0040,0000,-0.060,0.020
99,419.25,0040,0000,-0.130,0.000
99,419.00,0040,0000,-0.120,0.000
99,418.75,0040,0000,-0.070,0.060
99,418.50,0040,0000,0.100,0.170
99,418.25,0040,0000,0.070,0.060
99,418.00,0040,0000,-0.030,-0.070
99,417.75,0040,0000,-0.320,-0.280
99,417.50,0040,0000,-0.420,-0.270
99,417.25,0040,0000,-0.460,-0.220
99,417.00,0040,0000,-0.590,-0.170
99,416.75,0040,0000,-0.750,-0.210
99,416.50,0040,0000,-1.060,-0.390
99,416.25,0040,0000,-1.180,-0.440
99,416.00,0040,0000,-1.240,-0.490
99,415.75,0040,0000,-1.130,-0.450
99,415.50,0040,0000,-1.090,-0.510
99,415.25,0040,0000,-1.060,-0.560
99,415.00,0040,0000,-0.970,-0.580
99,414.75,0040,0000,-0.880,-0.530
99,414.50,0040,0000,-0.800,-0.450
99,414.25,0040,0000,-0.740,-0.320
99,414.00,0040,0000,-0.750,-0.200
99,413.75,0040,0000,-0.790,-0.240
99,413.50,0040,0000,-0.770,-0.240
99,413.25,0040,0000,-0.600,-0.240
99,413.00,0040,0000,-0.320,-0.070
99,412.75,0040,0000,-0.160,-0.090
99,412.50,0040,0000,-0.100,-0.170
99,412.25,0040,0000,-0.100,-0.240
99,412.00,0040,0000,-0.130,-0.170
99,411.75,0040,0000,-0.060,0.000
99,411.50,0040,0000,0.000,0.060
99,411.25,0040,0000,0.050,0.010
99,411.00,0040,0000,0.080,-0.060
99,410.75,0040,0000,0.130,-0.060
99,410.50,0040,0000,0.210,0.030
99,410.25,0040,0000,0.240,0.240
99,410.00,0040,0000,0.250,0.440
99,409.75,0040,0000,0.260,0.510
99,409.50,0040,0000,0.240,0.490
99,409.25,0040,0000,0.220,0.430
99,409.00,0040,0000,0.250,0.450
99,408.75,0040,0000,0.270,0.480
99,408.50,0040,0000,0.340,0.470
99,408.25,0040,0000,0.320,0.490
99,408.00,0040,0000,0.360,0.490
99,407.75,0040,0000,0.450,0.440
99,407.50,0040,0000,0.580,0.270
99,407.25,0040,0000,0.620,0.200
99,407.00,0040,0000,0.550,0.190
99,406.75,0040,0000,0.450,0.300
99,406.50,0040,0000,0.410,0.350
99,406.25,0040,0000,0.330,0.420
99,406.00,0040,0000,0.310,0.430
99,405.75,0040,0000,0.350,0.450
99,405.50,0040,0000,0.490,0.510
99,405.25,0040,0000,0.550,0.570
99,405.00,0040,0000,0.530,0.560
99,404.75,0040,0000,0.410,0.530
99,404.50,0040,0000,0.370,0.370
99,404.25,0040,0000,0.320,0.260
99,404.00,0040,0000,0.310,0.120
99,403.75,0040,0000,0.280,0.000
99,403.50,0040,0000,0.300,0.060
99,403.25,0040,0000,0.260,-0.020
99,403.00,0040,0000,0.270,0.020
99,402.75,0040,0000,0.210,-0.100
99,402.50,0040,0000,0.220,-0.100
99,402.25,0040,0000,0.160,-0.180
99,402.00,0040,0000,0.100,-0.290
99,401.75,0040,0000,0.050,-0.370
99,401.50,0040,0000,0.070,-0.410
99,401.25,0040,0000,0.080,-0.460
99,401.00,0040,0000,0.060,-0.510
99,400.75,0040,0000,0.000,-0.580
99,400.50,0040,0000,-0.160,-0.610
99,400.25,0040,0000,-0.100,-0.520
99,400.00,0040,0000,-0.030,-0.430
99,399.75,0040,0000,0.130,-0.350
99,399.50,0040,0000,0.130,-0.380
99,399.25,0040,0000,0.090,-0.440
99,399.00,0040,0000,0.130,-0.470
99,398.75,0040,0000,0.050,-0.600
99,398.50,0040,0000,0.060,-0.520
99,398.25,0040,0000,0.010,-0.400
99,398.00,0040,0000,0.060,-0.120
99,397.75,0040,0000,0.100,-0.020
99,397.50,0040,0000,0.100,0.030
99,397.25,0040,0000,0.200,0.140
99,397.00,0040,0000,0.230,0.290
99,396.75,0040,0000,0.320,0.470
99,396.50,0040,0000,0.310,0.510
99,396.25,0040,0000,0.410,0.510
99,396.00,0040,0000,0.420,0.460
99,395.75,0040,0000,0.370,0.380
99,395.50,0040,0000,0.310,0.390
99,395.25,0040,0000,0.320,0.410
99,395.00,0040,0000,0.400,0.490
99,394.75,0040,0000,0.440,0.510
99,394.50,0040,0000,0.440,0.410
99,394.25,0040,0000,0.460,0.340
99,394.00,0040,0000,0.480,0.310
99,393.75,0040,0000,0.510,0.350
99,393.50,0040,0000,0.510,0.340
99,393.25,0040,0000,0.490,0.310
99,393.00,0040,0000,0.520,0.290
99,392.75,0040,0000,0.590,0.290
99,392.50,0040,0000,0.670,0.320
99,392.25,0040,0000,0.720,0.330
99,392.00,0040,0000,0.660,0.280
99,391.75,0040,0000,0.450,0.200
99,391.50,0040,0000,0.490,0.240
99,391.25,0040,0000,0.500,0.340
99,391.00,0040,0000,0.570,0.440
99,390.75,0040,0000,0.340,0.380
99,390.50,0040,0000,0.200,0.270
99,390.25,0040,0000,0.140,0.370
99,390.00,0040,0000,0.090,0.300
99,389.75,0040,0000,0.010,0.200
99,389.50,0040,0000,-0.070,0.000
99,389.25,0040,0000,-0.110,0.010
99,389.00,0040,0000,-0.180,0.090
99,388.75,0040,0000,-0.270,0.080
99,388.50,0040,0000,-0.340,0.070
99,388.25,0040,0000,-0.380,0.090
99,388.00,0040,0000,-0.460,0.120
99,387.75,0040,0000,-0.610,0.080
99,387.50,0040,0000,-0.730,0.020
99,387.25,0040,0000,-0.790,-0.100
99,387.00,0040,0000,-0.740,-0.140
99,386.75,0040,0000,-0.680,-0.240
99,386.50,0040,0000,-0.640,-0.270
99,386.25,0040,0000,-0.720,-0.310
99,386.00,0040,0000,-0.790,-0.370
99,385.75,0040,0000,-0.850,-0.360
99,385.50,0040,0000,-0.820,-0.480
99,385.25,0040,0000,-0.720,-0.460
99,385.00,0040,0000,-0.700,-0.620
99,384.75,0040,0000,-0.650,-0.660
99,384.50,0040,0000,-0.640,-0.740
99,384.25,0040,0000,-0.620,-0.760
99,384.00,0040,0000,-0.600,-0.720
99,383.75,0040,0000,-0.660,-0.630
99,383.50,0040,0000,-0.580,-0.450
99,383.25,0040,0000,-0.570,-0.280
99,383.00,0040,0000,-0.480,0.000
99,382.75,0040,0000,-0.480,0.020
99,382.50,0040,0000,-0.420,0.000
99,382.25,0040,0000,-0.390,-0.140
99,382.00,0040,0000,-0.330,-0.100
99,381.75,0040,0000,-0.280,-0.050
99,381.50,0040,0000,-0.180,-0.040
99,381.25,0040,0000,-0.110,-0.100
99,381.00,0040,0000,-0.070,-0.070
99,380.75,0040,0000,-0.100,-0.130
99,380.50,0040,0000,-0.150,-0.060
99,380.25,0040,0000,-0.210,-0.070
99,380.00,0040,0000,-0.200,-0.060
99,379.75,0040,0000,-0.170,-0.090
99,379.50,0040,0000,-0.220,-0.180
99,379.25,0040,0000,-0.170,-0.260
99,379.00,0040,0000,-0.050,-0.200
99,378.75,0040,0000,0.170,-0.060
99,378.50,0040,0000,0.230,0.130
99,378.25,0040,0000,0.230,0.190
99,378.00,0040,0000,0.190,0.200
99,377.75,0040,0000,0.240,0.200
99,377.50,0040,0000,0.250,0.280
99,377.25,0040,0000,0.270,0.360
99,377.00,0040,0000,0.190,0.310
99,376.75,0040,0000,0.150,0.340
99,376.50,0040,0000,0.070,0.310
99,376.25,0040,0000,0.050,0.340
99,376.00,0040,0000,-0.040,0.210
99,375.75,0040,0000,-0.040,0.160
99,375.50,0040,0000,-0.100,0.060
99,375.25,0040,0000,-0.020,0.010
99,375.00,0040,0000,-0.230,0.000
99,374.75,0040,0000,-0.310,0.030
99,374.50,0040,0000,-0.410,0.030
99,374.25,0040,0000,-0.410,0.030
99,374.00,0040,0000,-0.420,0.000
99,373.75,0040,0000,-0.520,0.000
99,373.50,0040,0000,-0.510,-0.040
99,373.25,0040,0000,-0.460,-0.080
99,373.00,0040,0000,-0.440,-0.200
99,372.75,0040,0000,-0.390,-0.300
99,372.50,0040,0000,-0.400,-0.440
99,372.25,0040,0000,-0.320,-0.500
99,372.00,0040,0000,-0.180,-0.510
99,371.75,0040,0000,-0.130,-0.510
99,371.50,0040,0000,-0.100,-0.500
99,371.25,0040,0000,-0.120,-0.480
99,371.00,0040,0000,-0.060,-0.320
99,370.75,0040,0000,-0.060,-0.240
99,370.50,0040,0000,-0.060,-0.210
99,370.25,0040,0000,-0.040,-0.250
99,370.00,0040,0000,0.000,-0.210
99,369.75,0040,0000,0.030,-0.160
99,369.50,0040,0000,0.070,-0.100
99,369.25,0040,0000,0.150,-0.030
99,369.00,0040,0000,0.220,0.050
99,368.75,0040,0000,0.200,0.090
99,368.50,0040,0000,0.230,0.100
99,368.25,0040,0000,0.260,0.060
99,368.00,0040,0000,0.360,0.060
99,367.75,0040,0000,0.370,0.150
99,367.50,0040,0000,0.360,0.200
99,367.25,0040,0000,0.340,0.200
99,367.00,0040,0000,0.310,0.140
99,366.75,0040,0000,0.370,0.180
99,366.50,0040,0000,0.430,0.210
99,366.25,0040,0000,0.530,0.220
99,366.00,0040,0000,0.610,0.180
99,365.75,0040,0000,0.630,0.160
99,365.50,0040,0000,0.600,0.200
99,365.25,0040,0000,0.500,0.270
99,365.00,0040,0000,0.430,0.390
99,364.75,0040,0000,0.400,0.460
99,364.50,0040,0000,0.510,0.530
99,364.25,0040,0000,0.590,0.540
99,364.00,0040,0000,0.710,0.700
99,363.75,0040,0000,0.660,0.700
99,363.50,0040,0000,0.610,0.710
99,363.25,0040,0000,0.600,0.680
99,363.00,0040,0000,0.610,0.650
99,362.75,0040,0000,0.620,0.600
99,362.50,0040,0000,0.500,0.400
99,362.25,0040,0000,0.460,0.410
99,362.00,0040,0000,0.410,0.450
99,361.75,0040,0000,0.410,0.490
99,361.50,0040,0000,0.370,0.440
99,361.25,0040,0000,0.350,0.300
99,361.00,0040,0000,0.420,0.200
99,360.75,0040,0000,0.490,0.100
99,360.50,0040,0000,0.610,0.080
99,360.25,0040,0000,0.580,0.100
99,360.00,0040,0000,0.670,0.100
99,359.75,0040,0000,0.620,0.160
99,359.50,0040,0000,0.620,0.170
99,359.25,0040,0000,0.580,0.230
99,359.00,0040,0000,0.660,0.140
99,358.75,0040,0000,0.720,0.080
99,358.50,0040,0000,0.700,0.000
99,358.25,0040,0000,0.790,0.000
99,358.00,0040,0000,0.750,0.000
99,357.75,0040,0000,0.650,0.040
99,357.50,0040,0000,0.470,0.150
99,357.25,0040,0000,0.320,0.200
99,357.00,0040,0000,0.210,0.190
99,356.75,0040,0000,0.110,0.120
99,356.50,0040,0000,0.100,0.070
99,356.25,0040,0000,0.070,-0.050
99,356.00,0040,0000,0.010,-0.180
99,355.75,0040,0000,-0.060,-0.270
99,355.50,0040,0000,-0.130,-0.270
99,355.25,0040,0000,-0.230,-0.310
99,355.00,0040,0000,-0.300,-0.330
99,354.75,0040,0000,-0.390,-0.320
99,354.50,0040,0000,-0.460,-0.310
99,354.25,0040,0000,-0.510,-0.280
99,354.00,0040,0000,-0.540,-0.320
99,353.75,0040,0000,-0.510,-0.330
99,353.50,0040,0000,-0.490,-0.430
99,353.25,0040,0000,-0.550,-0.550
99,353.00,0040,0000,-0.690,-0.680
99,352.75,0040,0000,-0.820,-0.790
99,352.50,0040,0000,-0.870,-0.740
99,352.25,0040,0000,-0.850,-0.580
99,352.00,0040,0000,-0.940,-0.500
99,351.75,0040,0000,-0.930,-0.530
99,351.50,0040,0000,-0.990,-0.650
99,351.25,0040,0000,-0.930,-0.620
99,351.00,0040,0000,-1.010,-0.620
99,350.75,0040,0000,-0.990,-0.580
99,350.50,0040,0000,-1.120,-0.620
99,350.25,0040,0000,-1.160,-0.640
99,350.00,0040,0000,-1.260,-0.750
99,349.75,0040,0000,-1.200,-0.860
99,349.50,0040,0000,-1.180,-0.940
99,349.25,0040,0000,-1.210,-0.980
99,349.00,0040,0000,-1.320,-0.960
99,348.75,0040,0000,-1.350,-0.920
99,348.50,0040,0000,-1.270,-0.860
99,348.25,0040,0000,-1.100,-0.790
99,348.00,0040,0000,-1.030,-0.750
99,347.75,0040,0000,-0.960,-0.660
99,347.50,0040,0000,-0.870,-0.580
99,347.25,0040,0000,-0.710,-0.350
99,347.00,0040,0000,-0.580,-0.370
99,346.75,0040,0000,-0.550,-0.340
99,346.50,0040,0000,-0.590,-0.400
99,346.25,0040,0000,-0.550,-0.190
99,346.00,0040,0000,-0.500,0.040
99,345.75,0040,0000,-0.430,0.250
99,345.50,0040,0000,-0.350,0.370
99,345.25,0040,0000,-0.220,0.310
99,345.00,0040,0000,-0.020,0.320
99,344.75,0040,0000,0.170,0.370
99,344.50,0040,0000,0.250,0.440
99,344.25,0040,0000,0.340,0.330
99,344.00,0040,0000,0.310,0.310
99,343.75,0040,0000,0.370,0.370
99,343.50,0040,0000,0.430,0.500
99,343.25,0040,0000,0.540,0.510
99,343.00,0040,0000,0.640,0.550
99,342.75,0040,0000,0.680,0.600
99,342.50,0040,0000,0.650,0.620
99,342.25,0040,0000,0.620,0.630
99,342.00,0040,0000,0.560,0.650
99,341.75,0040,0000,0.560,0.740
99,341.50,0040,0000,0.480,0.680
99,341.25,0040,0000,0.470,0.570
99,341.00,0040,0000,0.530,0.550
99,340.75,0040,0000,0.650,0.600
99,340.50,0040,0000,0.690,0.710
99,340.25,0040,0000,0.740,0.730
99,340.00,0040,0000,0.760,0.740
99,339.75,0040,0000,0.760,0.680
99,339.50,0040,0000,0.680,0.620
99,339.25,0040,0000,0.550,0.620
99,339.00,0040,0000,0.440,0.580
99,338.75,0040,0000,0.330,0.500
99,338.50,0040,0000,0.310,0.360
99,338.25,0040,0000,0.340,0.240
99,338.00,0040,0000,0.440,0.100
99,337.75,0040,0000,0.460,-0.020
99,337.50,0040,0000,0.420,-0.040
99,337.25,0040,0000,0.410,0.000
99,337.00,0040,0000,0.410,0.070
99,336.75,0040,0000,0.370,0.080
99,336.50,0040,0000,0.340,0.100
99,336.25,0040,0000,0.240,-0.270
99,336.00,0040,0000,0.320,-0.170
99,335.75,0040,0000,0.240,-0.160
99,335.50,0040,0000,0.240,0.200
99,335.25,0040,0000,0.210,0.070
99,335.00,0040,0000,0.330,0.000
99,334.75,0040,0000,0.530,-0.060
99,334.50,0040,0000,0.680,0.000
99,334.25,0040,0000,0.660,0.020
99,334.00,0040,0000,0.500,0.030
99,333.75,0040,0000,0.350,0.030
99,333.50,0040,0000,0.500,0.090
99,333.25,0040,0000,0.580,0.080
99,333.00,0040,0000,0.650,0.070
99,332.75,0040,0000,0.540,-0.010
99,332.50,0040,0000,0.480,-0.060
99,332.25,0040,0000,0.380,-0.160
99,332.00,0040,0000,0.270,-0.190
99,331.75,0040,0000,0.240,-0.170
99,331.50,0040,0000,0.160,-0.070
99,331.25,0040,0000,0.100,0.020
99,331.00,0040,0000,0.060,0.050
99,330.75,0040,0000,0.070,0.070
99,330.50,0040,0000,0.080,0.040
99,330.25,0040,0000,0.050,0.000
99,330.00,0040,0000,0.060,-0.060
99,329.75,0040,0000,0.060,-0.030
99,329.50,0040,0000,0.010,0.000
99,329.25,0040,0000,-0.060,-0.010
99,329.00,0040,0000,-0.100,-0.090
99,328.75,0040,0000,-0.050,-0.130
99,328.50,0040,0000,-0.010,-0.080
99,328.25,0040,0000,-0.070,-0.080
99,328.00,0040,0000,-0.090,-0.020
99,327.75,0040,0000,-0.140,-0.010
99,327.50,0040,0000,-0.150,-0.060
99,327.25,0040,0000,-0.100,-0.140
99,327.00,0040,0000,-0.060,-0.220
99,326.75,0040,0000,-0.060,-0.290
99,326.50,0040,0000,-0.250,-0.370
99,326.25,0040,0000,-0.240,-0.510
99,326.00,0040,0000,-0.190,-0.410
99,325.75,0040,0000,-0.080,-0.360
99,325.50,0040,0000,-0.060,-0.200
99,325.25,0040,0000,0.000,-0.200
99,325.00,0040,0000,0.000,-0.260
99,324.75,0040,0000,0.000,-0.170
99,324.50,0040,0000,-0.150,-0.170
